ProbeID Probe SYMBOL Normal-like Proliferative Pigmentation High-immune
7380446 ILMN_5782 GPR34 -0.432705879 -0.775228296 -0.25174813 1.220189737
6200615 ILMN_5842 MBNL2 0.198270154 -0.656516182 0.204321822 0.119796873
4230133 ILMN_5986 EBI2 -0.225580086 -1.574974449 -0.222543669 1.706686246
1110041 ILMN_6029 ACSL5 -0.023600169 -1.426732197 -0.17424975 1.409538756
1190441 ILMN_6140 C4orf34 0.281519951 -0.5511694 -0.08728868 0.418814954
1980538 ILMN_6305 ZFP106 -0.534583827 -0.729131018 0.843983153 -0.369425697
5090242 ILMN_6373 PLVAP 0.258249578 -0.619790708 -0.458614442 1.030733932
2060008 ILMN_6374 DEGS1 1.129028349 -0.120071724 -0.167944097 -0.259773057
380538 ILMN_6381 CDH5 0.194321554 -1.042270497 -0.518375062 1.490461755
4490551 ILMN_6504 PPL 3.81474675 0.025667453 -1.637346148 -0.093029928
6860129 ILMN_6597 PCSK5 0.493382506 -0.827212235 -0.744905404 1.491160347
3990296 ILMN_6606 CA4 0.314128978 -1.745900756 -0.793931976 2.118438985
2340056 ILMN_6622 PTGER2 -0.180258736 -1.112598456 -0.23594087 1.316534047
60255 ILMN_681 MAP7 2.6289847 -1.165597064 -0.51112069 0.27999612
1940551 ILMN_6837 ZNF185 2.054161423 -0.633056161 -0.327324478 -0.109031888
4540487 ILMN_6869 GIMAP8 0.092142657 -1.146043961 -0.360437811 1.396334537
2710097 ILMN_7185 SLAMF7 -0.564165714 -1.666660392 0.628484284 0.712439798
270575 ILMN_7221 FBXW7 1.157888173 -0.48285635 -0.162799863 0.007517832
4570754 ILMN_7560 ARRDC2 -0.089093842 -0.332940703 -0.308572275 0.766441949
4540347 ILMN_7567 LAD1 4.609271225 -0.768378853 -0.669361476 -0.913070061
1240491 ILMN_7827 SELP 0.47244842 -2.439553521 -0.530578651 1.73043565
4810377 ILMN_7862 PECAM1 0.005534581 -0.996872279 -0.359124307 1.321261721
6370377 ILMN_7868 SPRR1A 3.933994425 -0.91143052 -0.461261411 -0.692469174
4050209 ILMN_7876 POFUT1 -0.392197865 0.524579672 -0.031855674 -0.163769862
2710577 ILMN_7892 NCF4 -0.462062759 -0.894819844 -0.1949933 1.248279593
2680465 ILMN_7905 SLC16A4 -1.207637503 -0.429727189 1.077471153 -0.592435982
4150253 ILMN_7928 FAM110A 1.409294 -0.106735512 -0.415413152 -0.056962414
4900725 ILMN_8153 CCL16 0.069500073 -0.934278271 -0.517087451 1.468750799
150672 ILMN_8388 KLK10 1.273581736 -0.189749237 -0.096898892 -0.385325816
3370594 ILMN_856 CAMK2B 0.602339299 1.849362178 -0.769395842 -0.67229008
7330148 ILMN_8597 GALNAC4S-6ST -0.067539834 -0.478095259 -0.416353423 1.029149177
670564 ILMN_8628 PTPRH -1.934487686 2.495906433 -0.276612066 -0.638766817
1240181 ILMN_8703 SH2D3C -0.156665145 -0.815503961 -0.401204272 1.324390813
4860315 ILMN_8863 HSF2BP -0.614356693 1.170565685 0.074588321 -0.718191872
4490110 ILMN_8987 BCAS3 -0.182372056 -1.235034582 0.871714572 -0.193221991
6020685 ILMN_9232 OSBPL9 -0.747925919 -0.341927145 0.529232745 -0.103772481
2600215 ILMN_9299 D4S234E 1.266883253 -2.698956584 2.138152065 -1.832392627
6290367 ILMN_9317 S100A13 -0.990712204 -0.568518813 1.449050258 -1.142078933
1990672 ILMN_9331 TSNAX -0.742048255 -0.087311346 0.640121866 -0.473237252
1690196 ILMN_9350 P2RY13 0.10789667 -1.287504097 -0.155240184 1.200143968
1660220 ILMN_9512 SILV 1.176193201 -5.001582 3.127888201 -1.213607009
940435 ILMN_9568 ASB9 -0.604532386 -0.970374469 1.196971115 -0.656840793
4860601 ILMN_9709 ZNF366 -0.051902814 -0.689680358 -0.381466066 1.138909372
6980392 ILMN_9774 TRIM29 4.484795575 -1.170929863 -1.082152399 0.059866197
6940110 ILMN_9781 ELOVL4 3.551812625 0.324974288 -1.107795026 -0.529513479
20553 ILMN_9813 LRMP -0.120060121 -1.159422103 -0.311919094 1.449051132
2970671 ILMN_9959 SGCD -0.737600177 -1.020873357 1.277077733 -0.662961938
5290537 ILMN_9994 KLF2 0.106592589 -0.556402705 -0.502153201 1.124764115
7570196 ILMN_9996 ICOS -0.349296373 -2.208939174 0.568609843 0.972219189
